precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété de la commune,38698
,propriété de la commune,10673
,propriété privée,10675
,propriété privée,10674
,propriété de la commune,10677
,propriété de la commune,10676
,propriété de la commune,10680
,propriété de la commune,10679
,propriété privée,10678
,propriété de la commune,10681
,propriété de la commune,10683
,propriété de la commune,10682
,propriété privée,10684
,propriété de l'Etat,10685
,propriété de la commune,10686
,propriété privée,10687
,propriété de la commune,10688
,propriété privée,10691
,propriété de l'Etat,10692
,propriété de la commune,10690
,propriété de la commune,10689
,propriété de la commune,10693
Ministère de l'écologie; du développement durable et de l'énergie,propriété de l'Etat,38699
,propriété de la commune,10694
,propriété de la commune,38669
,propriété privée,38666
,propriété de la commune,10695
,propriété de la commune,10696
,propriété de la commune,10697
,propriété privée,10699
,propriété de la commune,10698
,propriété de la commune,10700
,propriété privée,38651
,propriété du département,10701
,propriété de la commune,10702
,propriété de la commune,10703
,propriété privée,10705
,propriété de la commune,10704
,propriété de la commune,10706
,propriété privée,38653
,propriété privée,10707
Conservatoire du littoral,propriété d'un établissement public,38700
,propriété privée,10709
,propriété de la commune,10710
,propriété de la commune,10711
,propriété de la commune,10719
propriété d'une société privée : chapelle et bâtiments conventuels ; propriété d'une personne privée : cloître,propriété privée,10708
,propriété privée,10713
,propriété de la commune,10712
propriété du conseil général du Finistère : ouvrage d'art et domaine  public non cadastré ; propriété de la commune : cad. AK 262; 263; 264 ; propriété privée : cad. AK 259; 260; 261; 265; 266; 267; 535; 764,propriété privée ; propriété de la commune ; propriété du département,10714
,propriété privée,10715
,propriété privée,10716
,propriété privée,10717
,propriété privée,10718
,propriété privée,10720
,propriété de la commune,10721
,propriété privée,36436
,propriété de la commune,10723
,,10722
,propriété de la commune,10724
,propriété de la commune,10725
,propriété de la commune,10726
,propriété de la commune,10727
,propriété privée,10728
propriété du C.D.I.F. de Quimper,propriété publique,10730
,propriété privée,10732
,propriété de la commune,10731
,propriété d'une société privée,10729
,propriété de la commune,10733
,propriété privée,10734
,propriété de la commune,10736
,propriété de l'Etat,10738
,propriété de la commune,10735
,propriété de la commune,10737
,propriété de la commune,10739
,propriété privée,10740
,propriété d'une société privée,10741
,propriété de la commune,10742
,propriété de la commune,10744
,propriété privée,10743
,propriété privée,10745
,propriété privée,38671
,propriété de la commune,10746
,propriété de la commune,10747
,propriété de la commune,10749
,propriété privée,38643
,propriété de la commune,10750
,propriété de la commune,10751
,propriété privée,36437
,propriété de la commune,10753
,propriété de la commune,10752
,propriété de la commune,10755
propriété de la commune : parcelles B 109; 110; 116 ; propriété d'une personne privée : parcelle B 108,propriété de la commune ; propriété privée,10754
,propriété privée,10757
,propriété privée,10760
,propriété privée,10761
,propriété privée,10767
,propriété privée,10768
,propriété privée,10774
,propriété privée,10759
,propriété privée,10764
,propriété privée,10765
,propriété privée,10766
,propriété privée,10769
,propriété privée,10771
,propriété privée,10772
,propriété privée,10773
,propriété privée,10775
,propriété privée,10776
,propriété privée,10763
,propriété privée,10762
,propriété d'une association,10770
,propriété de la commune,10758
,propriété de la commune,10756
,propriété de l'Etat,10778
propriété de l'Institut de France,propriété d'un établissement public de l'Etat,38647
,propriété privée,38686
,propriété de la commune,10777
,propriété de la commune,10779
,propriété privée,38663
,propriété de la commune,38701
,propriété de la commune,10780
,propriété privée,10781
,propriété privée,10782
,propriété privée,10786
,propriété de la commune,10784
,propriété privée,10785
,propriété de la commune,10783
,propriété privée,10788
,propriété privée,36438
,propriété de la commune,10787
,propriété de la commune,10789
,propriété privée,10790
,propriété de la commune,10792
,propriété de la commune,10791
,propriété de la commune,10793
,propriété du département,11157
,propriété privée,38623
,propriété privée,38621
,propriété de la commune,38622
,propriété privée,10794
,propriété privée,10796
,propriété privée,10795
,propriété privée,10799
,propriété privée,10800
,propriété privée,10797
,propriété privée,10798
,propriété privée,38614
,propriété de la commune,10802
,propriété d'une société privée,10801
,propriété d'une association,11161
,propriété de la commune,10808
,propriété de la commune,10806
,propriété privée,10815
,propriété privée,11160
,propriété privée,36439
,propriété privée,10813
,propriété d'une société privée,10816
,propriété privée,10810
,propriété privée,10811
,propriété de la commune,38616
SCI Société Pénanault,propriété d'une société privée,38662
,propriété privée,38644
,propriété de la commune,10812
,propriété privée,38717
propriété de la Chambre de Commerce et d'Industrie de Morlaix,propriété d'un établissement public,38624
,propriété privée,10814
,propriété privée,10809
,propriété de la commune,10807
,propriété privée,10805
,propriété d'une association,10804
,propriété privée,38615
,propriété de la commune,10803
propriété de l'association de la rue de Bréhat,propriété d'une association,38654
,propriété privée,10817
,propriété privée,38625
,propriété de la commune,10818
,propriété de la commune,10820
,propriété privée,10821
,propriété privée,10822
,propriété privée ; propriété d'une société privée,10823
,propriété de la commune,10825
,propriété privée,10824
,propriété de la commune,10819
,propriété de l'Etat,38655
,propriété de l'Etat,38659
,propriété privée,11164
,propriété privée,11163
,propriété de la commune ; propriété privée,10826
,propriété de la commune,10828
,propriété de la commune,10827
,propriété privée,10833
,propriété privée,10834
,propriété du département,10835
